Left1,01,05A,08A
Left1,02,05B,08B
Left1,03,06A,09A
Left1,04,06B,09B

Left2,05,07A,12A
Left2,06,07B,12B

Left3,07,Place1,Place2

Runoff,08,10A,11A
Runoff,09,10B,11B
Runoff,10,Place5,Place6

Runoff,11,Place7,Place8
Runoff,12,Place3,Place4



Seed01,01A
Seed02,02A
Seed03,03A
Seed04,04A
Seed05,04B
Seed06,02B
Seed07,03B
Seed08,01B
