Left1,01,05A,OUT
Left1,02,06A,OUT
Left1,03,07A,OUT
Left1,04,08A,OUT

Left2,05,09A,12A
Left2,06,09B,12B
Left2,07,10A,13A
Left2,08,10B,13B

Left3,09,11A,16A
Left3,10,11B,16B

Left4,11,Place1,Place2

Runoff,12,14A,15A
Runoff,13,14B,15B
Runoff,14,Place5,Place6

Runoff,15,Place7,Place8
Runoff,16,Place3,Place4



Seed01,05B
Seed02,06B
Seed03,07B
Seed04,08B
Seed05,01A
Seed06,02A
Seed07,03A
Seed08,04A
Seed09,04B
Seed10,02B
Seed11,03B
Seed12,01B
